# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "data/7/genes.gtf" "-o" "feature_counts.txt" "data/7/SRR453566_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_mapped.bam
YGR280C	VII	1050910	1051725	-	816	929
YGR281W	VII	1052824	1057257	+	4434	802
YGR282C	VII	1057783	1058724	-	942	11905
YGR283C	VII	1059015	1060040	-	1026	458
YGR284C	VII	1060658	1061590	-	933	1932
YGR285C	VII	1061852	1063153	-	1302	4902
YGR286C	VII	1063813	1064940	-	1128	1803
YGR287C	VII	1067222	1068991	-	1770	318
YGR288W	VII	1070293	1071714	+	1422	155
YGR289C	VII	1073963	1075813	-	1851	221
YGR290W	VII	1075482	1075925	+	444	7
YGR291C	VII	1076283	1076504	-	222	0
YGR292W	VII	1076599	1078353	+	1755	112
YGR293C	VII	1079885	1080346	-	462	13
YGR294W	VII	1080306	1080668	+	363	2
YGR295C	VII	1081584	1082729	-	1146	1635
YGR296W	VII;VII	1084864;1085031	1084882;1090591	+;+	5580	115
YGR296C-A	VII	1088870	1089445	-	576	0
YGR296C-B	VII	1089746	1090228	-	483	0
YLL067C	XII;XII	585;4015	3915;4301	-;-	3618	386
YLL067W-A	XII	843	1325	+	483	0
YLL066W-B	XII	5605	5775	+	171	0
YLL066C	XII;XII	6120;9550	9450;9836	-;-	3618	241
YLL066W-A	XII	6486	6968	+	483	0
YLL065W	XII	11726	12076	+	351	0
YLL064C	XII	13083	13445	-	363	0
YLL063C	XII	14648	16072	-	1425	0
YLL062C	XII	16639	17613	-	975	693
YLL061W	XII	17956	19707	+	1752	1327
YLL060C	XII	21138	21839	-	702	98
YLL059C	XII	22474	22980	-	507	14
YLL058W	XII	23569	25296	+	1728	278
YLL057C	XII	25756	26994	-	1239	103
YLL056C	XII	27409	28305	-	897	92
YLL055W	XII	30109	31704	+	1596	719
YLL054C	XII	32673	35204	-	2532	509
YLL053C	XII	35503	35961	-	459	375
YLL052C	XII	35912	36361	-	450	509
YLL051C	XII	37333	39471	-	2139	844
YLL050C	XII;XII	39804;40401	40221;40414	-;-	432	3642
YLL049W	XII	40666	41205	+	540	297
YLL048C	XII	41280	46265	-	4986	3835
YLL047W	XII	46672	47055	+	384	0
YLL046C	XII	46714	47463	-	750	0
YLL045C	XII	47859	48629	-	771	5689
YLL044W	XII	48216	48662	+	447	0
YLL043W	XII	49938	51947	+	2010	1458
YLL042C	XII	52087	52590	-	504	82
YLL041C	XII	53131	53931	-	801	1525
YLL040C	XII	54211	63645	-	9435	1733
YLL039C	XII	64062	65207	-	1146	3418
YLL038C	XII	65775	66518	-	744	292
YLL037W	XII	66562	66942	+	381	0
YLL036C	XII	66745	68256	-	1512	512
YLL035W	XII	68580	70478	+	1899	535
YLL034C	XII	70633	73146	-	2514	1217
YLL033W	XII	73409	74101	+	693	129
YLL032C	XII	74270	76747	-	2478	404
YLL031C	XII	77152	80205	-	3054	1526
YLL030C	XII	80356	80697	-	342	0
YLL029W	XII	81461	83710	+	2250	1694
YLL028W	XII	84804	86564	+	1761	2710
YLL027W	XII	87403	88155	+	753	888
YLL026W	XII	88623	91349	+	2727	3826
tP(UGG)L	XII;XII	92548;92615	92583;92650	+;+	72	0
YLL025W	XII	94747	95121	+	375	46
YLL024C	XII	95566	97485	-	1920	20518
YLL023C	XII	97997	98836	-	840	649
YLL022C	XII	99044	100201	-	1158	524
YLL021W	XII	100947	105347	+	4401	1998
YLL020C	XII	105556	105861	-	306	7
YLL019C	XII	105686	107899	-	2214	628
YLL019W-A	XII	106908	107000	+	93	0
YLL018C-A	XII	108676	108972	-	297	114
YLL018C	XII	109902	111575	-	1674	3876
YLL017W	XII	112234	112545	+	312	4
YLL016W	XII	112847	115993	+	3147	310
YLL015W	XII	116432	121111	+	4680	1515
YLL014W	XII	121322	121648	+	327	1197
YLL013C	XII	122075	124714	-	2640	556
YLL012W	XII	125534	127255	+	1722	1610
YLL011W	XII	127523	128992	+	1470	970
YLL010C	XII	129330	130613	-	1284	389
YLL009C	XII	131205	131414	-	210	847
YLL008W	XII	131729	133987	+	2259	1798
YLL007C	XII	134302	136299	-	1998	203
YLL006W-A	XII	136345	136521	+	177	0
YLL006W	XII	136586	137866	+	1281	340
YLL005C	XII	137940	140546	-	2607	320
YLL004W	XII	141073	142923	+	1851	332
YLL003W	XII	143201	146041	+	2841	720
YLL002W	XII	146291	147601	+	1311	260
YLL001W	XII	147890	150163	+	2274	1212
YLR001C	XII	151389	153977	-	2589	725
YLR002C	XII	154343	156334	-	1992	786
YLR003C	XII	156855	157730	-	876	563
YLR004C	XII	157934	159505	-	1572	97
YLR005W	XII	160049	161434	+	1386	676
YLR006C	XII	161755	163893	-	2139	663
YLR007W	XII	164392	165402	+	1011	447
YLR008C	XII	165577	166083	-	507	824
YLR009W	XII	166537	167136	+	600	1320
YLR010C	XII	167320	167802	-	483	92
tS(AGA)L	XII	167944	168025	-	82	0
YLR011W	XII	169103	169678	+	576	131
YLR012C	XII	169982	170281	-	300	0
YLR013W	XII	171339	171764	+	426	2
YLR014C	XII	172268	174982	-	2715	388
YLR015W	XII	175227	176744	+	1518	483
YLR016C	XII	176802	177416	-	615	204
YLR017W	XII	177608	178621	+	1014	839
YLR018C	XII	178707	179606	-	900	717
YLR019W	XII	180288	181481	+	1194	692
YLR020C	XII	181789	183405	-	1617	1190
YLR021W	XII	183623	184162	+	540	262
YLR022C	XII	184174	184926	-	753	521
YLR023C	XII	185498	187129	-	1632	1176
YLR024C	XII	187663	193281	-	5619	705
YLR025W	XII	194452	195174	+	723	1248
YLR026C	XII	195450	196472	-	1023	603
YLR027C	XII	196829	198085	-	1257	4723
snR30	XII	198784	199389	+	606	117
YLR028C	XII	199540	201315	-	1776	2892
YLR029C	XII	201976	202590	-	615	25618
YLR030W	XII	203290	204081	+	792	122
YLR031W	XII	204225	204785	+	561	74
YLR032W	XII	204991	208500	+	3510	545
YLR033W	XII	208761	210269	+	1509	805
YLR034C	XII	210512	211933	-	1422	1428
YLR035C	XII	212369	214456	-	2088	253
tA(UGC)L	XII	214883	214955	-	73	0
YLR035C-A	XII	215440	218907	-	3468	4
YLR036C	XII	221521	222132	-	612	35
YLR037C	XII	222685	223059	-	375	22
YLR038C	XII	224921	225172	-	252	1497
YLR039C	XII	225426	228596	-	3171	672
YLR040C	XII	228908	229582	-	675	78
YLR041W	XII	229377	229697	+	321	10
YLR042C	XII	229966	230451	-	486	119
YLR043C	XII	231702	232013	-	312	2706
YLR044C	XII	232390	234081	-	1692	109203
YLR045C	XII	235037	237703	-	2667	974
YLR046C	XII	238001	238813	-	813	194
YLR047C	XII	239347	241407	-	2061	410
YLR048W	XII;XII	242232;242681	242321;243349	+;+	759	10490
YLR049C	XII	243886	245172	-	1287	562
YLR050C	XII	245587	246072	-	486	985
YLR051C	XII	246324	246977	-	654	610
YLR052W	XII	247201	247953	+	753	360
YLR053C	XII	248100	248426	-	327	89
YLR054C	XII;XII	248717;250948	250860;250978	-;-	2175	51
YLR055C	XII	251272	253080	-	1809	643
YLR056W	XII	253861	254958	+	1098	7082
YLR057W	XII	255306	257855	+	2550	740
YLR058C	XII	257992	259401	-	1410	27468
YLR059C	XII	259738	260547	-	810	372
YLR060W	XII	260979	262766	+	1788	3897
YLR061W	XII;XII	263194;263595	263205;263948	+;+	366	69
YLR062C	XII	263577	263954	-	378	17
YLR063W	XII	264157	265254	+	1098	195
YLR064W	XII	265456	266277	+	822	645
YLR065C	XII	266373	266918	-	546	643
YLR066W	XII	267169	267723	+	555	939
YLR067C	XII	267813	270710	-	2898	552
YLR068W	XII	271008	271463	+	456	392
YLR069C	XII	271630	273915	-	2286	2770
YLR070C	XII	274141	275211	-	1071	102
YLR071C	XII	275378	278626	-	3249	986
YLR072W	XII	278862	280943	+	2082	634
YLR073C	XII	281019	281621	-	603	202
YLR074C	XII	281956	282456	-	501	602
YLR075W	XII	282927	283592	+	666	14759
YLR076C	XII	283185	283607	-	423	9
YLR077W	XII	283872	285623	+	1752	661
YLR078C	XII;XII	285736;286557	286467;286559	-;-	735	593
YLR079W	XII	286820	287674	+	855	780
YLR080W	XII	287916	289250	+	1335	178
YLR081W	XII	290212	291936	+	1725	66
YLR082C	XII	292394	293572	-	1179	261
YLR083C	XII	294091	296094	-	2004	2717
YLR084C	XII	296589	300251	-	3663	1036
YLR085C	XII	300673	301989	-	1317	355
YLR086W	XII	302243	306499	+	4257	984
YLR087C	XII	306855	315731	-	8877	735
YLR088W	XII	316107	317951	+	1845	799
YLR089C	XII	318237	320015	-	1779	1485
YLR090W	XII	320701	322080	+	1380	1070
YLR091W	XII	322297	323178	+	882	270
YLR092W	XII	323544	326225	+	2682	4471
YLR093C	XII;XII	326513;327400	327258;327415	-;-	762	1088
YLR094C	XII	327730	329238	-	1509	147
YLR095C	XII	329677	332115	-	2439	891
YLR096W	XII	332590	336033	+	3444	1047
YLR097C	XII	336231	337265	-	1035	397
YLR098C	XII	337527	339473	-	1947	319
YLR099C	XII	339744	340928	-	1185	282
YLR099W-A	XII	341325	341588	+	264	148
YLR100W	XII	341810	342853	+	1044	1028
YLR101C	XII	342566	342961	-	396	4
YLR102C	XII	342970	343767	-	798	173
YLR103C	XII	343989	345941	-	1953	680
YLR104W	XII	346585	346980	+	396	331
YLR105C	XII	347047	348180	-	1134	416
snR79	XII	348427	348510	-	84	12
YLR106C	XII	349006	363738	-	14733	4479
YLR107W	XII	364116	365330	+	1215	465
snR6	XII	366235	366346	+	112	0
YLR108C	XII	366667	368124	-	1458	788
YLR109W	XII	368781	369311	+	531	9077
YLR110C	XII	369697	370098	-	402	31282
YLR111W	XII	370391	370723	+	333	17
YLR112W	XII	370791	371210	+	420	161
YLR113W	XII	371620	372927	+	1308	2060
tR(ACG)L	XII	374355	374427	+	73	1
YLR114C	XII	374944	377238	-	2295	1727
YLR115W	XII	377985	380564	+	2580	751
YLR116W	XII	380822	382252	+	1431	412
YLR117C	XII	382471	384534	-	2064	540
YLR118C	XII	384725	385408	-	684	353
YLR119W	XII	385534	386175	+	642	151
YLR120C	XII	386511	388220	-	1710	972
YLR120W-A	XII	388672	388773	+	102	11
YLR121C	XII	388744	390270	-	1527	663
YLR122C	XII	390954	391331	-	378	0
YLR123C	XII	391078	391407	-	330	9
YLR124W	XII	391600	391944	+	345	31
YLR125W	XII	393484	393894	+	411	60
YLR126C	XII	394765	395520	-	756	338
YLR127C	XII	395758	398319	-	2562	347
YLR128W	XII;XII	398530;398627	398532;399433	+;+	810	128
YLR129W	XII	399657	402488	+	2832	1836
YLR130C	XII	402794	404062	-	1269	753
YLR131C	XII	404510	406822	-	2313	569
YLR132C	XII	407283	408155	-	873	235
YLR133W	XII	408445	410193	+	1749	725
YLR134W	XII	410723	412414	+	1692	348
YLR135W	XII	413281	415527	+	2247	351
YLR136C	XII	415801	416658	-	858	107
YLR137W	XII	417006	418109	+	1104	259
YLR138W	XII	418437	421394	+	2958	1853
YLR139C	XII	421542	423473	-	1932	460
YLR140W	XII	423474	423800	+	327	7
YLR141W	XII	423683	424774	+	1092	209
YLR142W	XII	425186	426616	+	1431	269
tD(GUC)L1	XII	427132	427203	+	72	0
YLR143W	XII	427329	429386	+	2058	593
YLR144C	XII	429677	432016	-	2340	457
YLR145W	XII	432168	432773	+	606	189
YLR146C	XII	432823	433725	-	903	460
YLR146W-A	XII	433870	434058	+	189	143
YLR147C	XII	434158	434463	-	306	145
YLR148W	XII	434641	437397	+	2757	691
YLR149C	XII	437631	439823	-	2193	215
YLR149C-A	XII	440370	440456	-	87	36
YLR150W	XII	440467	441288	+	822	15094
YLR151C	XII	441715	442737	-	1023	185
YLR152C	XII	442958	444688	-	1731	373
YLR153C	XII	445524	447575	-	2052	8548
YLR154C	XII	447982	448314	-	333	252
tQ(UUG)L	XII	448650	448721	-	72	0
RDN25-1	XII	451786	455181	-	3396	0
RDN37-1	XII;XII;XII	451786;455414;455933	455181;455571;457732	-;-;-	5354	0
YLR154W-A	XII	452438	452623	+	186	0
YLR154W-B	XII	454392	454556	+	165	0
YLR154W-C	XII	454696	455070	+	375	0
RDN58-1	XII	455414	455571	-	158	0
YLR154W-E	XII	455433	455636	+	204	19
YLR154W-F	XII	455883	456023	+	141	0
RDN18-1	XII	455933	457732	-	1800	0
RDN5-1	XII	459676	459796	+	121	53
RDN37-2	XII;XII;XII	460923;464551;465070	464318;464708;466869	-;-;-	5354	0
RDN25-2	XII	460923	464318	-	3396	0
YLR154C-G	XII	462522	462671	-	150	0
RDN58-2	XII	464551	464708	-	158	0
RDN18-2	XII	465070	466869	-	1800	0
RDN5-2	XII	468813	468931	+	119	0
YLR154C-H	XII	468827	468958	-	132	0
YLR155C	XII	469317	470405	-	1089	1
YLR156W	XII	472113	472457	+	345	0
RDN5-3	XII	472465	472583	+	119	0
YLR156C-A	XII	472479	472610	-	132	0
YLR157C	XII	472969	474057	-	1089	0
YLR157W-D	XII	475764	475976	+	213	0
YLR157C-B	XII;XII	476333;480297	480295;481601	-;-	5268	261
YLR157C-A	XII	480279	481601	-	1323	0
YLR157W-E	XII	481873	482037	+	165	0
RDN5-4	XII	482045	482163	+	119	0
YLR157C-C	XII	482059	482190	-	132	0
YLR158C	XII	482549	483637	-	1089	117
YLR159W	XII	485345	485689	+	345	1
RDN5-5	XII	485697	485815	+	119	0
YLR159C-A	XII	485711	485842	-	132	2
YLR160C	XII	486201	487289	-	1089	272
YLR161W	XII	488997	489341	+	345	7
RDN5-6	XII	489349	489469	+	121	2
YLR162W	XII	489573	489929	+	357	23
YLR162W-A	XII	490406	490594	+	189	28
YLR163C	XII	491866	493254	-	1389	1056
YLR163W-A	XII	492812	492925	+	114	0
YLR164W	XII	493883	494389	+	507	64
YLR165C	XII	494494	495258	-	765	151
YLR166C	XII	495429	498044	-	2616	846
YLR167W	XII	498947	499405	+	459	47071
YLR168C	XII	499578	500270	-	693	1478
YLR169W	XII	500335	500688	+	354	96
YLR170C	XII	500579	501049	-	471	0
YLR171W	XII	500733	501122	+	390	0
YLR172C	XII	501260	502162	-	903	1110
YLR173W	XII	502421	504247	+	1827	433
YLR174W	XII	504591	505829	+	1239	194
YLR175W	XII	506134	507585	+	1452	5898
YLR176C	XII	507797	510232	-	2436	226
YLR177W	XII	511054	512940	+	1887	562
YLR178C	XII	513162	513821	-	660	223
YLR179C	XII	514108	514713	-	606	1872
YLR180W	XII	515262	516410	+	1149	10395
YLR181C	XII	516678	517670	-	993	606
YLR182W	XII	517940	520351	+	2412	833
YLR183C	XII	520543	522012	-	1470	1046
YLR184W	XII	522106	522453	+	348	16
YLR185W	XII;XII	522663;523029	522669;523288	+;+	267	4929
YLR186W	XII	523632	524390	+	759	1279
YLR187W	XII	524865	527945	+	3081	332
YLR188W	XII	528300	530387	+	2088	1256
YLR189C	XII	530797	534393	-	3597	1470
YLR190W	XII	535214	536689	+	1476	1113
YLR191W	XII	537272	538432	+	1161	466
YLR192C	XII	538792	539589	-	798	3128
YLR193C	XII	540009	540536	-	528	434
YLR194C	XII	540809	541573	-	765	1047
YLR195C	XII	541937	543304	-	1368	1116
YLR196W	XII	543968	545698	+	1731	1927
YLR197W	XII	546097	547611	+	1515	4741
YLR198C	XII	547286	547645	-	360	54
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	577
YLR200W	XII	549012	549356	+	345	665
YLR201C	XII	549511	550293	-	783	229
YLR202C	XII;XII	550194;550575	550458;550636	-;-	327	17
YLR203C	XII	550650	551960	-	1311	1350
YLR204W	XII	552270	552605	+	336	762
YLR205C	XII	552724	553677	-	954	786
YLR206W	XII	554578	556419	+	1842	1502
YLR207W	XII	556788	559289	+	2502	563
YLR208W	XII	559551	560444	+	894	2268
YLR209C	XII	560797	561732	-	936	596
YLR210W	XII	562008	563390	+	1383	308
YLR211C	XII;XII	563792;564514	564454;564531	-;-	681	210
YLR212C	XII	564860	566281	-	1422	635
YLR213C	XII	566654	567922	-	1269	105
YLR214W	XII	568567	570627	+	2061	571
YLR215C	XII	570776	571858	-	1083	461
YLR216C	XII	572096	573211	-	1116	1445
YLR217W	XII	572909	573232	+	324	2
YLR218C	XII	573466	573918	-	453	215
YLR219W	XII	574151	576337	+	2187	718
YLR220W	XII	576825	577793	+	969	1188
YLR221C	XII	578362	579024	-	663	951
YLR222C	XII	579318	581771	-	2454	1147
YLR222C-A	XII	582006	582236	-	231	19
YLR223C	XII	582233	585490	-	3258	1165
YLR224W	XII	586464	587573	+	1110	562
YLR225C	XII	587695	588918	-	1224	662
YLR226W	XII	589354	590541	+	1188	344
YLR227C	XII	590562	592043	-	1482	274
tL(UAG)L1	XII;XII	592519;592582	592562;592619	-;-	82	14
YLR227W-B	XII;XII	593438;594744	594742;598706	+;+	5268	1275
YLR227W-A	XII	593438	594760	+	1323	0
YLR228C	XII	600019	602463	-	2445	455
YLR229C	XII	604212	604787	-	576	599
YLR230W	XII	604574	604879	+	306	211
tI(UAU)L	XII;XII	605300;605396	605335;605432	-;-	73	0
YLR231C	XII	605758	607119	-	1362	668
YLR232W	XII	606830	607177	+	348	3
YLR233C	XII	607425	609524	-	2100	233
YLR234W	XII	609783	611753	+	1971	204
YLR235C	XII	611532	611930	-	399	0
YLR236C	XII	611794	612117	-	324	8
YLR237W	XII	612367	614163	+	1797	609
YLR238W	XII	614755	616191	+	1437	347
YLR239C	XII	616332	617318	-	987	649
YLR240W	XII	617533	620160	+	2628	580
YLR241W	XII	620473	622821	+	2349	1076
YLR242C	XII	622918	623883	-	966	231
YLR243W	XII	624203	625021	+	819	475
YLR244C	XII	625168	626331	-	1164	2051
YLR245C	XII	626502	626930	-	429	173
YLR246W	XII	627118	628197	+	1080	200
tL(CAA)L	XII;XII	628383;628454	628420;628497	+;+	82	4
YLR247C	XII	628684	633354	-	4671	1219
YLR248W	XII	634252	636084	+	1833	1745
YLR249W	XII	636780	639914	+	3135	50894
YLR250W	XII	640317	641021	+	705	1048
YLR251W	XII	641464	642057	+	594	111
YLR252W	XII	641957	642262	+	306	53
YLR253W	XII	642627	644336	+	1710	1411
YLR254C	XII	644404	644973	-	570	170
YLR255C	XII	645600	645953	-	354	14
YLR256W	XII	646415	650923	+	4509	1071
YLR256W-A	XII	651117	652439	+	1323	185
tA(AGC)L	XII	656934	657006	-	73	1
YLR257W	XII	658826	659791	+	966	1190
YLR258W	XII	660716	662833	+	2118	500
YLR259C	XII	663284	665002	-	1719	10616
YLR260W	XII	665844	667907	+	2064	673
YLR261C	XII	668237	668563	-	327	4
YLR262C	XII	668244	668891	-	648	325
YLR262C-A	XII	669468	669662	-	195	1983
YLR263W	XII	670340	672823	+	2484	263
YLR264W	XII	673131	673334	+	204	3818
YLR264C-A	XII	673828	673944	-	117	1662
YLR265C	XII	674427	675455	-	1029	230
YLR266C	XII	675619	677724	-	2106	595
YLR267W	XII	678212	679924	+	1713	176
YLR268W	XII	680200	680844	+	645	776
YLR269C	XII	680866	681216	-	351	18
YLR270W	XII	681186	682238	+	1053	475
YLR271W	XII	682737	683561	+	825	127
YLR272C	XII	683672	687202	-	3531	887
tV(AAC)L	XII	687859	687932	-	74	7
YLR273C	XII	689083	691029	-	1947	228
YLR274W	XII	691555	693882	+	2328	808
YLR275W	XII;XII	694378;694473	694382;694800	+;+	333	311
YLR276C	XII	695046	696830	-	1785	1644
YLR277C	XII	697156	699495	-	2340	674
YLR278C	XII	699999	704024	-	4026	898
YLR279W	XII	704309	704698	+	390	30
YLR280C	XII	704483	704833	-	351	0
YLR281C	XII	704493	704960	-	468	66
YLR282C	XII	705071	705412	-	342	4
YLR283W	XII	705186	706130	+	945	195
YLR284C	XII	706198	707040	-	843	113
YLR285W	XII	707360	708145	+	786	750
YLR285C-A	XII	708168	708338	-	171	125
YLR286C	XII	708448	710136	-	1689	6775
YLR286W-A	XII	708562	708696	+	135	0
YLR287C	XII	710991	712058	-	1068	733
YLR287C-A	XII;XII	712537;713156	712725;713158	-;-	192	11321
YLR288C	XII	713480	714904	-	1425	276
YLR289W	XII	715089	717026	+	1938	399
YLR290C	XII	717145	717978	-	834	207
YLR291C	XII	718317	719462	-	1146	871
YLR292C	XII	719789	720370	-	582	738
YLR293C	XII	720771	721430	-	660	5095
YLR294C	XII	721701	722030	-	330	384
YLR295C	XII	721999	722373	-	375	1542
YLR296W	XII	722978	723304	+	327	1
YLR297W	XII	724044	724433	+	390	72
YLR298C	XII	724721	725416	-	696	321
YLR299W	XII	726069	728051	+	1983	676
YLR299C-A	XII	727911	728003	-	93	0
YLR300W	XII	728955	730301	+	1347	10495
YLR301W	XII	730825	731559	+	735	2396
tL(UAG)L2	XII;XII	732090;732147	732127;732190	+;+	82	0
YLR302C	XII	732191	732553	-	363	2
YLR303W	XII	732542	733876	+	1335	29376
tI(AAU)L1	XII	734802	734875	+	74	6
YLR304C	XII	735212	737548	-	2337	10802
YLR305C	XII	738161	743863	-	5703	1535
YLR306W	XII;XII	744151;744288	744153;744851	+;+	567	156
YLR307W	XII	745620	746525	+	906	34
YLR307C-A	XII	746848	747111	-	264	4
YLR308W	XII	747937	748875	+	939	0
YLR309C	XII	749034	751769	-	2736	1359
YLR310C	XII	752224	756993	-	4770	1800
YLR311C	XII	757265	757612	-	348	15
YLR312C	XII	757637	758833	-	1197	59
YLR312W-A	XII	759480	760241	+	762	1037
YLR313C	XII	760750	762342	-	1593	270
YLR314C	XII	762575	764137	-	1563	2456
YLR315W	XII	764808	765269	+	462	94
YLR316C	XII;XII;XII	765266;766130;766250	766073;766181;766358	-;-;-	969	234
YLR317W	XII	765655	766089	+	435	0
YLR318W	XII	766542	769196	+	2655	180
YLR319C	XII	769318	771684	-	2367	678
YLR320W	XII	771940	776304	+	4365	426
YLR321C	XII	776584	777864	-	1281	414
YLR322W	XII	777628	777942	+	315	2
YLR323C	XII	778173	778952	-	780	237
YLR324W	XII	779215	780786	+	1572	771
YLR325C	XII	781143	781379	-	237	9701
YLR326W	XII	782174	782896	+	723	364
YLR327C	XII	783127	783387	-	261	508
tS(GCU)L	XII;XII	784354;784410	784389;784453	+;+	80	0
YLR328W	XII	784913	786118	+	1206	718
YLR329W	XII;XII	786442;786713	786615;787333	+;+	795	39
YLR330W	XII	787664	789679	+	2016	2595
YLR331C	XII	790669	791046	-	378	1
YLR332W	XII	790676	791806	+	1131	644
tD(GUC)L2	XII	793918	793989	+	72	1
snR61	XII	794486	794575	-	90	59
snR55	XII	794697	794794	-	98	10
snR57	XII	794937	795024	-	88	40
YLR333C	XII	795573	795899	-	327	4617
YLR334C	XII	796698	797078	-	381	12
tE(UUC)L	XII	797178	797249	+	72	0
YLR335W	XII	797430	799592	+	2163	2097
YLR336C	XII	799697	802396	-	2700	982
YLR337C	XII	802653	805106	-	2454	691
YLR338W	XII	804346	805203	+	858	4
YLR339C	XII	805784	806335	-	552	2
YLR340W	XII	805887	806825	+	939	8649
YLR341W	XII	807385	808818	+	1434	82
YLR342W	XII	809997	815627	+	5631	16861
YLR342W-A	XII	815810	815983	+	174	130
YLR343W	XII	816094	817761	+	1668	100
tR(CCG)L	XII	818609	818680	+	72	0
YLR344W	XII;XII	819312;819778	819330;820142	+;+	384	6131
YLR345W	XII	820511	822040	+	1530	435
YLR346C	XII	822287	822592	-	306	12
YLR347C	XII	823828	826413	-	2586	1432
YLR347W-A	XII	824789	824929	+	141	0
YLR348C	XII	826977	827873	-	897	409
YLR349W	XII	827521	828027	+	507	5
YLR350W	XII	828730	829380	+	651	493
YLR351C	XII	829489	830364	-	876	1421
YLR352W	XII	831116	833539	+	2424	418
YLR353W	XII	834352	836163	+	1812	493
YLR354C	XII	836350	837357	-	1008	8018
YLR355C	XII	838066	839253	-	1188	27927
YLR356W	XII	840321	840914	+	594	238
YLR357W	XII	841331	844000	+	2670	712
YLR358C	XII	843487	844050	-	564	12
YLR359W	XII	844282	845730	+	1449	13154
YLR360W	XII	846103	847422	+	1320	322
YLR361C	XII	847388	849124	-	1737	509
YLR361C-A	XII	849383	849679	-	297	223
YLR362W	XII	849866	852019	+	2154	408
YLR363C	XII	852495	853151	-	657	240
YLR363W-A	XII	853461	853718	+	258	373
YLR364W	XII	854062	854391	+	330	522
YLR365W	XII	855199	855531	+	333	3
YLR364C-A	XII	855523	855645	-	123	0
YLR366W	XII	855538	855843	+	306	3
YLR367W	XII;XII	856442;857058	856574;857317	+;+	393	2864
snR44	XII	856710	856920	+	211	158
YLR368W	XII	857540	859336	+	1797	355
YLR369W	XII	859552	861525	+	1974	904
YLR370C	XII	861718	862254	-	537	867
YLR371W	XII	862714	866784	+	4071	765
YLR372W	XII	867354	868391	+	1038	5324
YLR373C	XII	868662	871367	-	2706	692
YLR374C	XII	871453	871842	-	390	6
YLR375W	XII	871697	872728	+	1032	519
YLR376C	XII	872826	873554	-	729	130
YLR377C	XII	873746	874792	-	1047	61
tK(UUU)L	XII;XII	875376;875436	875412;875471	+;+	73	1
YLR378C	XII	875736	877178	-	1443	2387
YLR379W	XII	876922	877296	+	375	458
YLR380W	XII	878282	879508	+	1227	692
YLR381W	XII	879723	881924	+	2202	357
YLR382C	XII	882067	884751	-	2685	1152
YLR383W	XII	885288	888632	+	3345	733
YLR384C	XII	888851	892900	-	4050	2375
YLR385C	XII	892992	893390	-	399	85
YLR386W	XII	893628	896270	+	2643	595
YLR387C	XII	896374	897672	-	1299	1045
YLR388W	XII	898651	898821	+	171	4600
snR34	XII	899180	899382	+	203	22
YLR389C	XII	899577	902660	-	3084	1451
YLR390W	XII	903066	903404	+	339	194
YLR390W-A	XII	903724	904440	+	717	4152
YLR392C	XII	904749	906305	-	1557	287
YLR393W	XII	907079	907918	+	840	164
YLR394W	XII	907950	909398	+	1449	325
YLR395C	XII	909729	909965	-	237	1909
YLR396C	XII	910235	912310	-	2076	513
YLR397C	XII	912550	914892	-	2343	875
YLR398C	XII	915156	919019	-	3864	1259
YLR399C	XII	919536	921596	-	2061	1804
YLR399W-A	XII	920869	920973	+	105	0
YLR400W	XII	922063	922536	+	474	44
YLR401C	XII	922442	924448	-	2007	1056
YLR402W	XII	924889	925080	+	192	141
YLR403W	XII	925568	927619	+	2052	959
YLR404W	XII	928743	929600	+	858	222
YLR405W	XII	929789	930892	+	1104	511
YLR406C	XII;XII	931065;931699	931349;931755	-;-	342	7146
YLR406C-A	XII	932206	932355	-	150	0
YLR407W	XII	932967	933653	+	687	426
YLR408C	XII	933885	934253	-	369	51
YLR409C	XII	934414	937233	-	2820	2016
YLR410W	XII	937541	940981	+	3441	1276
YLR410W-B	XII;XII	941483;942777	942775;946796	+;+	5313	103
YLR410W-A	XII	941483	942799	+	1317	0
YLR411W	XII	947253	947978	+	726	41
YLR412W	XII	948368	949192	+	825	399
YLR412C-A	XII	950267	950473	-	207	2
YLR413W	XII	951156	953183	+	2028	1012
YLR414C	XII	953353	954144	-	792	1084
